Time Stamp (ms),qw,qx,qy,qz
739139,0.905701,0.0241089,-0.27771,0.319397
739172,0.89624,0.0287476,-0.258423,0.359375
739206,0.889282,0.0576172,-0.230713,0.390686
739239,0.883484,0.108032,-0.206787,0.406189
739273,0.868835,0.168884,-0.186951,0.426208
739306,0.832581,0.188904,-0.232788,0.465759
739340,0.772278,0.134644,-0.323059,0.530212
739373,0.664612,0.0141602,-0.448425,0.597473
739409,0.637512,-0.0195923,-0.46051,0.617371
739441,0.606628,-0.0112915,-0.423889,0.672485
739474,0.492493,-0.0270386,-0.410095,0.767151
739507,0.375366,-0.0501099,-0.458679,0.803833
739541,0.308777,-0.0145264,-0.501587,0.807983
739575,0.325439,0.0253296,-0.492065,0.807068
739608,0.32489,0.0194702,-0.471313,0.819702
739642,0.325928,-0.0215454,-0.446899,0.832825
739677,0.34137,-0.0493164,-0.426392,0.836182
739709,0.334473,-0.0551758,-0.426636,0.838501
739744,0.332458,-0.0340576,-0.429565,0.838928
739775,0.339172,-0.0246582,-0.418091,0.842346
739810,0.337036,-0.00384521,-0.393066,0.855469
739843,0.329895,0.0250244,-0.355896,0.874023
739879,0.332275,0.043335,-0.356689,0.87207
739911,0.324585,0.0777588,-0.387451,0.859375
739946,0.299927,0.102783,-0.376648,0.870422
739979,0.269348,0.13324,-0.348022,0.888
740012,0.258667,0.166931,-0.332825,0.891296
740044,0.252563,0.17157,-0.31311,0.899292
740082,0.247375,0.163452,-0.300293,0.906616
740113,0.252625,0.153503,-0.318726,0.900574
740145,0.262085,0.120422,-0.280884,0.915405
740178,0.285645,0.10022,-0.210083,0.929626
740212,0.285645,0.0941162,-0.170837,0.938293
740246,0.296875,0.10144,-0.167542,0.934631
740281,0.272888,0.108704,-0.184204,0.937988
740312,0.265808,0.105042,-0.181641,0.940918
740349,0.290222,0.102539,-0.153625,0.938965
740380,0.299744,0.103333,-0.0774536,0.945251
740418,0.309143,0.108826,-0.0533447,0.943237
740448,0.289063,0.114929,-0.0724487,0.947632
740482,0.257996,0.119263,-0.0612793,0.956787
740515,0.26709,0.115234,-0.0332642,0.956177
740551,0.279236,0.112854,0.0586548,0.951782
740581,0.279419,0.138672,0.0802612,0.946716
740616,0.280273,0.158752,0.0559692,0.945068
740650,0.291565,0.153992,0.101563,0.938599
740687,0.303467,0.166382,0.143738,0.927124
740718,0.322876,0.171021,0.158386,0.917297
740753,0.318176,0.186951,0.156128,0.916199
740783,0.329346,0.178711,0.178589,0.90979
740817,0.353394,0.169495,0.224915,0.89209
740850,0.348877,0.163025,0.247192,0.88916
740883,0.358826,0.157471,0.249695,0.885498
740919,0.349548,0.145996,0.29187,0.878235
740951,0.336792,0.133667,0.336487,0.869202
740984,0.32074,0.133423,0.332275,0.876892
741023,0.329956,0.15271,0.308289,0.879089
741052,0.316956,0.146057,0.301514,0.887329
741089,0.338806,0.130432,0.257202,0.895569
741119,0.360535,0.136047,0.23468,0.892456
741153,0.392151,0.134644,0.251343,0.874573
741186,0.443604,0.137085,0.311584,0.829041
741220,0.46814,0.149963,0.309753,0.813904
741254,0.52179,0.121704,0.320007,0.781372
741287,0.593933,0.110229,0.356445,0.712769
741320,0.629395,0.109253,0.368164,0.675537
741357,0.642578,0.116882,0.358765,0.66687
741387,0.65741,0.131165,0.315491,0.671631
741425,0.67157,0.162231,0.284424,0.664673
741456,0.67804,0.179016,0.304932,0.644409
741488,0.683838,0.187256,0.320618,0.628052
741522,0.696228,0.185852,0.318237,0.616028
741556,0.716919,0.174011,0.274475,0.61676
741588,0.726868,0.178711,0.254639,0.612244
741622,0.727112,0.18988,0.265076,0.604126
741656,0.722534,0.212952,0.294617,0.588013
741691,0.724854,0.22937,0.309509,0.571167
741723,0.74707,0.214355,0.307495,0.549011
741760,0.796143,0.192383,0.307068,0.484558
741790,0.827271,0.186096,0.295532,0.440125
741825,0.84668,0.195496,0.304749,0.389893
741857,0.846313,0.222717,0.302246,0.377869
741892,0.85321,0.21582,0.298157,0.369507
741925,0.84729,0.237488,0.31781,0.353088
741959,0.838623,0.24823,0.324707,0.359985
741994,0.843262,0.244446,0.304138,0.36969
742029,0.850098,0.232666,0.296692,0.367615
742060,0.860413,0.220154,0.277954,0.366028
742096,0.880127,0.193298,0.229492,0.36792
742125,0.891663,0.160767,0.194519,0.375793
742160,0.899231,0.119263,0.165222,0.387146
742193,0.90094,0.0862427,0.15387,0.396423
742227,0.909241,0.0735474,0.148071,0.38208
742261,0.923767,0.0322876,0.112488,0.364685
742294,0.923035,-0.00244141,0.095459,0.37262
742327,0.922546,-0.0134888,0.107971,0.370239
742363,0.919067,-0.0255127,0.149109,0.363892
742394,0.916138,-0.0147705,0.165649,0.364807
742431,0.917358,0,0.15509,0.366638
742462,0.917725,0.0239258,0.151001,0.366638
742496,0.913086,0.0289917,0.16095,0.373474
742529,0.903137,0.0221558,0.182312,0.388123
742563,0.891663,0.0307007,0.20874,0.400513
742597,0.887512,0.0302734,0.215454,0.406189
742630,0.88208,0.0516357,0.222778,0.411926
742663,0.871826,0.085022,0.228882,0.433533
742729,0.868652,0.100281,0.217712,0.433533
742738,0.872437,0.0913086,0.210022,0.431702
742764,0.872437,0.0929565,0.221802,0.425537
742798,0.861267,0.114258,0.234009,0.436401
742832,0.860229,0.134216,0.232178,0.433716
742864,0.858826,0.13324,0.231506,0.437134
742899,0.849487,0.105225,0.208557,0.473022
742932,0.839172,0.0596924,0.149048,0.519592
742966,0.810242,0.00323486,0.0515747,0.583801
743000,0.755066,-0.0181885,-0.126404,0.643066
743051,0.665283,0.0199585,-0.278198,0.692566
743070,0.573547,0.0462646,-0.402405,0.712036
743101,0.536011,0.0618896,-0.474792,0.695313
743133,0.508545,0.0162354,-0.426575,0.747742
743170,0.438049,-0.0635986,-0.423645,0.790344
743200,0.423035,-0.09375,-0.438782,0.787231
743235,0.419189,-0.126892,-0.432495,0.788147
743267,0.445068,-0.138,-0.41394,0.781982
743301,0.441589,-0.161316,-0.417908,0.777344
743336,0.401306,-0.196045,-0.415894,0.792175
743390,0.345642,-0.237183,-0.415039,0.807495
743405,0.353088,-0.246277,-0.408325,0.804932
743438,0.35553,-0.249756,-0.407959,0.802979
743468,0.362488,-0.240295,-0.407349,0.803101
743503,0.362244,-0.263916,-0.408081,0.795349
743537,0.337769,-0.290344,-0.402039,0.799988
743569,0.324158,-0.313232,-0.389832,0.802979
743603,0.327759,-0.299438,-0.37207,0.815125
743638,0.323242,-0.313354,-0.350281,0.82135
743670,0.332092,-0.31543,-0.33783,0.822266
743707,0.314026,-0.333069,-0.308167,0.833984
743738,0.316406,-0.322327,-0.260803,0.85321
743788,0.313538,-0.297363,-0.221008,0.874329
743807,0.304932,-0.308655,-0.215088,0.874939
743839,0.279907,-0.333069,-0.211304,0.875244
743872,0.274841,-0.343384,-0.200012,0.875549
743907,0.294189,-0.347534,-0.1474,0.878052
743939,0.308655,-0.349792,-0.128662,0.875122
743975,0.307068,-0.352051,-0.122498,0.875671
744007,0.309204,-0.249084,-0.0599365,0.915833
744042,0.313477,-0.109253,-0.0984497,0.93811
744074,0.23175,0.0974731,-0.221252,0.942261
744111,0.154053,0.114868,-0.213928,0.957764
744142,0.103516,0.0839233,-0.176086,0.975281
744176,0.0814819,0.0612183,-0.15863,0.982056
744207,0.0667725,0.0596924,-0.154785,0.983887
744243,0.0402832,0.0767212,-0.167847,0.981995
744275,-0.00372314,0.0759888,-0.240173,0.967773
744308,-0.00689697,0.0806274,-0.31189,0.946655
744342,-0.00482178,0.101013,-0.406067,0.908264
744378,-0.010498,0.114624,-0.433655,0.893738
744409,-0.0131836,0.132996,-0.439087,0.888489
744451,-0.0220337,0.121887,-0.452393,0.883179
744477,-0.0146484,0.115417,-0.420654,0.899719
744509,-0.0164185,0.101624,-0.413025,0.904907
744544,-0.0147705,0.117554,-0.40802,0.905273
744580,-0.0202637,0.118652,-0.37738,0.918213
744611,-0.0180054,0.104797,-0.347412,0.931702
744644,-0.0246582,0.122131,-0.356506,0.925964
744678,-0.036377,0.134338,-0.365906,0.920227
744713,-0.0222778,0.168396,-0.38092,0.908875
744744,-0.0303345,0.197998,-0.422424,0.883972
744783,-0.0437012,0.19342,-0.427734,0.881897
744811,-0.0490723,0.166565,-0.402466,0.898804
744845,-0.0316162,0.15918,-0.385315,0.908386
744880,-0.0362549,0.133118,-0.364624,0.920898
744912,-0.0319214,0.129456,-0.341003,0.930542
744947,-0.0375977,0.135315,-0.318726,0.937378
744985,-0.0252075,0.125916,-0.322021,0.937988
745013,-0.0233765,0.12439,-0.37085,0.920044
745069,-0.0198975,0.131653,-0.391296,0.910583
745083,-0.00909424,0.120605,-0.403015,0.907166
745114,0.015625,0.132568,-0.395691,0.90863
745148,0.0278931,0.158081,-0.392029,0.905823
745183,0.0252075,0.154297,-0.385254,0.909485
745215,0.0158081,0.126038,-0.357056,0.925415
745250,0.0223389,0.112732,-0.320435,0.940247
745281,0.0213013,0.120544,-0.342285,0.93158
745315,0.0258179,0.145142,-0.356567,0.922607
745350,-0.00726318,0.138489,-0.319275,0.937439
745384,-0.0286865,0.147217,-0.303345,0.940979
745416,-0.0438843,0.153259,-0.299927,0.940552
745455,-0.0551147,0.148743,-0.259033,0.952759
745485,-0.0681152,0.134155,-0.214783,0.965027
745516,-0.0562134,0.125732,-0.257324,0.956482
745550,-0.0460205,0.116821,-0.305237,0.94397
745590,-0.0474854,0.0993652,-0.343201,0.9328
745618,-0.0446777,0.104248,-0.358765,0.926514
745652,-0.057312,0.10907,-0.355469,0.926514
745686,-0.062439,0.119629,-0.350891,0.926636
745720,-0.0563354,0.124634,-0.351013,0.926331
745752,-0.0294189,0.128357,-0.329407,0.934937
745791,0.0228271,0.107544,-0.254578,0.960754
745819,0.0958252,0.0810547,-0.182983,0.975098
745852,0.171387,0.053772,-0.129761,0.975159
745886,0.189636,0.0267944,-0.122131,0.973877
745919,0.201538,0.0484009,-0.131592,0.96936
745953,0.199768,0.0738525,-0.134827,0.967712
745987,0.219849,0.0789185,-0.0953369,0.967651
746022,0.261292,0.0661011,-0.0556641,0.961365
746054,0.293762,0.0499268,-0.0333862,0.953979
746087,0.306702,0.0151367,-0.0393066,0.950867
746133,0.334534,0.00836182,-0.052002,0.940918
746156,0.41626,0.0045166,-0.103149,0.90332
746188,0.481995,-0.0010376,-0.105225,0.869873
746222,0.503296,-0.0379639,-0.123169,0.854431
746254,0.510071,-0.0561523,-0.175415,0.840149
746288,0.508911,-0.0690918,-0.213135,0.831177
746324,0.527222,-0.069519,-0.224121,0.81665
746356,0.556641,-0.072876,-0.211365,0.80011
746391,0.580627,-0.0549316,-0.183044,0.791443
746423,0.617126,-0.0529785,-0.170837,0.766235
746464,0.654785,-0.0681763,-0.202209,0.725037
746492,0.654419,-0.0776978,-0.240723,0.712585
746524,0.641785,-0.074707,-0.259583,0.717712
746557,0.655701,-0.0578613,-0.241455,0.713013
746592,0.675537,-0.069397,-0.210266,0.703308
746624,0.674805,-0.0854492,-0.200684,0.705017
746659,0.667725,-0.0878296,-0.195129,0.712952
746692,0.645691,-0.0894775,-0.246277,0.717285
746731,0.61969,-0.081543,-0.264343,0.734436
746759,0.618103,-0.0488281,-0.237671,0.747681
746796,0.614197,-0.00799561,-0.249939,0.748474
746827,0.600769,-0.0151978,-0.291992,0.744019
746860,0.532776,-0.0285645,-0.299988,0.790771
746894,0.449097,-0.0253906,-0.257935,0.855042
746927,0.430115,-0.0153809,-0.230164,0.872803
746960,0.395508,-0.0126343,-0.249084,0.883972
746994,0.368225,-0.0319824,-0.218872,0.903076
747029,0.366699,-0.0298462,-0.188904,0.910461
747067,0.372253,-0.0177002,-0.150452,0.91571
747095,0.371155,0.0144653,-0.146606,0.916809
747133,0.350525,0.0160522,-0.156555,0.923279
747162,0.317688,0.00854492,-0.134644,0.938538
747196,0.311218,-0.010437,-0.116333,0.943115
747230,0.30835,-0.0318604,-0.0897217,0.946472
747263,0.308472,-0.0422974,-0.0567017,0.948608
747296,0.337219,-0.0278931,-0.0402832,0.940186
747330,0.367493,-0.027771,-0.0506592,0.928223
747362,0.34668,-0.0159912,-0.0358887,0.937134
747403,0.273254,0.0857544,-0.0430298,0.957153
747430,0.295349,0.208374,-0.00335693,0.932373
747466,0.254822,0.194336,-0.039856,0.946411
747497,0.148682,0.14209,-0.155396,0.966187
747531,0.102905,0.135864,-0.265015,0.949036
747565,0.0727539,0.12561,-0.33667,0.930359
747598,0.0427856,0.137634,-0.308533,0.940247
747631,0.0247192,0.141907,-0.305725,0.941162
747666,0.0223389,0.146912,-0.331543,0.931641
747699,0.0133667,0.141235,-0.345581,0.927612
747733,-0.0178223,0.136536,-0.325378,0.935486
747767,-0.0336304,0.141418,-0.312195,0.938843
747804,-0.0286865,0.147583,-0.28418,0.946899
747834,-0.00927734,0.155151,-0.263916,0.951965
747867,-0.0186768,0.152161,-0.259155,0.953613
747900,-0.00732422,0.13501,-0.262756,0.955322
747934,0.0113525,0.11908,-0.281067,0.952209
747968,0.0303345,0.120605,-0.296448,0.946899
748001,0.0176392,0.119873,-0.292725,0.948486
748036,0.0239868,0.110718,-0.272217,0.955566
748071,0.0010376,0.112427,-0.250244,0.961609
748102,-0.0205078,0.118774,-0.247864,0.961243
748137,-0.00164795,0.132813,-0.179688,0.974731
748169,-0.00531006,0.100464,-0.198792,0.974854
748202,0.0201416,0.079895,-0.269897,0.959351
748237,0.00708008,0.0497437,-0.265991,0.962646
748270,0.0153198,0.046814,-0.250061,0.96698
748304,0.010437,0.0641479,-0.260803,0.963196
748337,0.031189,0.0871582,-0.246094,0.964844
748371,0.0333252,0.0889282,-0.239136,0.966309
748410,0.0202637,0.120544,-0.256165,0.958862
748438,0.012146,0.13269,-0.256958,0.957214
748472,0.0224609,0.134277,-0.242126,0.960632
748505,0.00689697,0.121643,-0.218567,0.968201
748539,0.026123,0.111328,-0.263489,0.957886
748573,0.010498,0.0891113,-0.265381,0.959961
748606,0.00634766,0.0744019,-0.245178,0.966614
748639,0.00445557,0.0874023,-0.244202,0.965759
748673,0.0164795,0.0933838,-0.226563,0.96936
748706,0.0317383,0.0708008,-0.215881,0.973328
748740,0.0377197,0.0501709,-0.194885,0.978821
748774,0.03125,0.0809937,-0.238647,0.967224
748813,0.0238647,0.118408,-0.208008,0.970642
748840,0.0336304,0.13147,-0.195923,0.971191
748873,0.03479,0.133423,-0.21521,0.966797
748908,0.0567627,0.108765,-0.128052,0.984131
748941,0.116577,0.117737,-0.0283813,0.985779
748975,0.162415,0.140564,0.0188599,0.976501
749010,0.22876,0.166321,0.0368042,0.958496
749042,0.259644,0.170837,0.097168,0.945496
749081,0.270447,0.13739,0.0975952,0.947876
749110,0.281128,0.131958,0.0570068,0.948853
749147,0.265503,0.134521,-0.0670776,0.952332
749177,0.247925,0.137817,-0.14209,0.948303
749210,0.213745,0.108154,-0.22113,0.945374
749243,0.177551,0.105164,-0.247925,0.946533
749277,0.121826,0.0917969,-0.258606,0.953857
749311,0.0358276,0.0626221,-0.279236,0.95752
749343,0.0224609,0.0682983,-0.299194,0.951477
749378,0.0360107,0.0664673,-0.282471,0.956299
749411,0.0143433,0.0662842,-0.303467,0.950439
749444,0.0172729,0.069397,-0.314636,0.946533
749483,0.0310059,0.0737915,-0.29364,0.952576
749512,0.0440063,0.0579224,-0.267273,0.960876
749547,0.0405884,0.0543213,-0.278992,0.957886
749580,0.0515137,0.0985718,-0.273254,0.955505
749612,0.0351563,0.10553,-0.242371,0.963806
749646,0.0460205,0.117371,-0.240662,0.962402
749680,0.0314941,0.118591,-0.256531,0.95874
749713,0.0162354,0.0974121,-0.235107,0.966919
749750,0.0222168,0.0771484,-0.214966,0.973328
749781,0.0401001,0.0822754,-0.277222,0.956421
749816,0.0291748,0.0634155,-0.286072,0.955688
749847,0.0293579,0.031189,-0.268921,0.962219
749881,0.0181885,0.0187378,-0.297852,0.954224
749915,0.0114136,0.0152588,-0.298401,0.954285
749950,0.0161133,0.0375366,-0.255127,0.966064
749982,0.0236206,0.0580444,-0.234619,0.970032
750016,0.039856,0.072876,-0.238464,0.96759
750049,0.0352783,0.0947876,-0.29248,0.950928
750090,0.0408325,0.081543,-0.276062,0.956787
750119,0.0496826,0.0846558,-0.240051,0.965759
750151,0.0622559,0.0806885,-0.211365,0.972107
750183,0.0719604,0.0783691,-0.192322,0.975525
750219,0.059021,0.0636597,-0.183472,0.979187
750250,0.0349731,0.0494385,-0.204102,0.977112
750284,0.0296631,0.0466309,-0.217773,0.974426
750318,0.0492554,0.0412598,-0.183716,0.980896
750351,0.0619507,0.0449219,-0.102417,0.991821
750384,0.0653687,0.0237427,-0.0522461,0.996216
750424,0.0800781,0.0167847,-0.0752563,0.993774
750452,0.0463257,0.0139771,-0.112244,0.992493
750488,0.0178833,0.0331421,-0.0712891,0.996765
750518,-0.00842285,0.0388184,-0.0117188,0.999146
750553,-0.0446777,0.0328979,-0.00292969,0.998474
750586,-0.0899658,0.0450439,-0.0808716,0.991638
750619,-0.13324,0.0678101,-0.181091,0.972046
750654,-0.198853,0.079895,-0.227905,0.949829
750687,-0.25824,0.0546875,-0.197327,0.944092
750721,-0.310913,0.022522,-0.171631,0.93457
750754,-0.338074,0.0789795,-0.149048,0.925903
750787,-0.366943,0.155029,-0.151245,0.904663
750822,-0.416626,0.231018,-0.176453,0.861328
750855,-0.449829,0.281006,-0.175598,0.829346
750889,-0.477783,0.285461,-0.174683,0.812256
750923,-0.49231,0.27533,-0.174316,0.807129
750955,-0.527832,0.239746,-0.162598,0.798401
750988,-0.531311,0.238098,-0.149475,0.799133
751023,-0.552795,0.249146,-0.130554,0.784424
751056,-0.564209,0.265198,-0.114441,0.773438
751092,-0.576843,0.28064,-0.106079,0.759766
751124,-0.606018,0.289551,-0.104248,0.733521
751159,-0.604736,0.275513,-0.102966,0.740112
751190,-0.607056,0.286133,-0.111633,0.73291
751225,-0.609253,0.265747,-0.12439,0.736633
751258,-0.60968,0.24884,-0.111145,0.744324
751292,-0.601318,0.272766,-0.121338,0.74115
751325,-0.586304,0.280518,-0.139282,0.74707
751359,-0.588074,0.262451,-0.139954,0.752136
751391,-0.567505,0.238281,-0.136902,0.776123
751440,-0.565979,0.235413,-0.115173,0.781677
751460,-0.551208,0.225647,-0.105469,0.796326
751493,-0.568909,0.187439,-0.0765381,0.797058
751526,-0.587402,0.131714,-0.050354,0.796936
751561,-0.56665,0.142456,-0.0657959,0.808838
751593,-0.530518,0.150574,-0.0818481,0.8302
751626,-0.517029,0.152832,-0.107483,0.835327
751661,-0.541992,0.149475,-0.17334,0.808594
751693,-0.552917,0.157104,-0.215698,0.789368
751727,-0.571838,0.160706,-0.232239,0.770203
751763,-0.632263,0.157227,-0.265015,0.710815
751794,-0.677368,0.158752,-0.265564,0.667419
751832,-0.703857,0.139343,-0.244812,0.6521
751862,-0.716003,0.151245,-0.222595,0.644104
751898,-0.743835,0.144287,-0.204285,0.619812
751929,-0.798645,0.142212,-0.146057,0.566284
751963,-0.8125,0.172058,-0.117981,0.544373
751997,-0.83075,0.179626,-0.081665,0.520508
752030,-0.831543,0.177612,-0.0720215,0.521362
752063,-0.828613,0.189819,-0.0706177,0.521973
752098,-0.824402,0.197388,-0.0697632,0.525879
752131,-0.796326,0.230652,-0.0662842,0.555176
752169,-0.72345,0.275513,-0.0158691,0.632813
752199,-0.610962,0.262756,-0.0137939,0.746643
752233,-0.516968,0.228088,-0.0610352,0.822815
752266,-0.42334,0.17749,-0.146057,0.876343
752301,-0.30957,0.157715,-0.260986,0.900635
752332,-0.281006,0.161011,-0.318115,0.890991
752367,-0.257446,0.159363,-0.298584,0.90509
752399,-0.227844,0.145996,-0.282715,0.920227
752434,-0.195313,0.134338,-0.296082,0.925293
752467,-0.140747,0.13269,-0.333191,0.922791
752502,-0.0962524,0.133179,-0.324463,0.931519
752533,-0.0701904,0.11908,-0.293579,0.945862
752568,-0.0248413,0.0892944,-0.280212,0.955444
752600,0.0101929,0.0627441,-0.276978,0.95874
752634,0.0331421,0.0526733,-0.275269,0.959351
752668,0.0311279,0.0366211,-0.230225,0.971924
752701,0.0194702,0.03479,-0.170044,0.984619
752735,-0.000610352,0.0319214,-0.125122,0.991638
752769,-0.00262451,0.0254517,-0.127136,0.991577
752803,0.0149536,0.0177002,-0.150452,0.988342
752838,0.0482788,-0.00964355,-0.155151,0.986633
752869,0.0753174,-0.0278931,-0.151306,0.985229
752905,0.0910645,-0.0268555,-0.156311,0.983154
752936,0.083252,-0.0197754,-0.182251,0.979492
752969,0.0797729,-0.0101318,-0.20874,0.97467
753004,0.098938,-0.0137329,-0.237793,0.966187
753037,0.102173,-0.0380859,-0.258179,0.9599
753070,0.0722046,-0.0366821,-0.256409,0.963196
753105,0.071228,-0.00866699,-0.23877,0.968445
753137,0.0693359,-0.0216675,-0.227356,0.971069
753185,0.0964355,-0.043457,-0.235413,0.966125
753207,0.125,-0.0338135,-0.214539,0.968079
753238,0.148193,-0.0471802,-0.184753,0.970398
753272,0.161804,-0.0672607,-0.174072,0.968994
753305,0.164307,-0.0840454,-0.174683,0.967163
753340,0.161621,-0.0836792,-0.162781,0.969727
753372,0.172974,-0.0551758,-0.115601,0.976563
753406,0.169739,-0.0566406,-0.0858765,0.980103
753442,0.187805,-0.0709839,-0.0822144,0.976196
753474,0.22583,-0.0615234,-0.131531,0.963257
753511,0.211853,-0.0415039,-0.212158,0.953064
753542,0.14447,-0.00640869,-0.323914,0.934998
753576,0.0948486,0.000244141,-0.352783,0.930908
753608,0.0831909,0.00531006,-0.323975,0.942383
753642,0.112854,-0.0198975,-0.304016,0.94574
753674,0.13269,-0.0549927,-0.322937,0.935486
753709,0.127014,-0.0823364,-0.35083,0.924133
753742,0.113159,-0.0872803,-0.34906,0.926147
753777,0.0891113,-0.0918579,-0.344482,0.930054
753810,0.0570068,-0.0786743,-0.324768,0.940796
753845,0.00732422,-0.065918,-0.277344,0.958496
753875,0.00311279,-0.0436401,-0.246216,0.968201
753911,-0.00500488,-0.0379028,-0.230408,0.972351
753943,-0.0234985,-0.0321655,-0.222839,0.97406
753977,-0.039856,-0.00982666,-0.195984,0.979736
754012,-0.0889893,0.00360107,-0.154541,0.983948
754047,-0.132446,0.0316772,-0.109558,0.984619
754078,-0.182556,0.059082,-0.0511475,0.980103
754119,-0.269043,0.0824585,0.0500488,0.958313
754146,-0.294617,0.126892,0.130798,0.93811
754181,-0.374207,0.177795,0.169861,0.894165
754212,-0.409302,0.236145,0.177979,0.863159
754246,-0.393127,0.279419,0.122253,0.867432
754279,-0.345886,0.282654,0.0158691,0.894531
754313,-0.313416,0.252014,-0.0314331,0.915039
754346,-0.296021,0.218811,-0.0587158,0.927917
754381,-0.305542,0.177063,-0.0996704,0.930237
754413,-0.310303,0.159119,-0.0888672,0.932983
754452,-0.289307,0.118164,-0.0491943,0.948608
754481,-0.255188,0.137268,-0.0547485,0.955505
754518,-0.294434,0.14679,-0.0593262,0.942505
754549,-0.273193,0.111023,-0.065918,0.953247
754584,-0.290771,0.0839844,-0.0825195,0.949524
754614,-0.271545,0.0697021,-0.0708008,0.957275
754649,-0.268982,0.0441895,-0.0483398,0.960938
754682,-0.266968,0.0463867,-0.0139771,0.962463
754716,-0.267456,0.0630493,0.0149536,0.961365
754749,-0.259033,0.0519409,0.0719604,0.961792
754784,-0.247192,0.0270386,0.115356,0.96167
754817,-0.247742,0.0133667,0.111755,0.96228
754865,-0.237732,-0.00860596,0.113586,0.9646
754887,-0.21521,-0.0510254,0.151489,0.963379
754918,-0.181885,-0.0841675,0.190186,0.96106
754950,-0.162964,-0.0979614,0.206848,0.959717
754985,-0.148743,-0.0820923,0.220215,0.960571
755018,-0.155334,-0.0560913,0.194641,0.966858
755052,-0.176331,-0.0576172,0.216492,0.958496
755086,-0.177063,-0.0848999,0.262207,0.944824
755120,-0.163147,-0.0970459,0.264526,0.945496
755153,-0.161499,-0.100769,0.236145,0.952881
755191,-0.175476,-0.111816,0.232483,0.950073
755221,-0.189392,-0.139343,0.240234,0.941833
755254,-0.184265,-0.150146,0.234009,0.942749
755287,-0.210876,-0.150574,0.202393,0.944397
755320,-0.253418,-0.156799,0.20105,0.933167
755354,-0.314819,-0.177612,0.216064,0.907043
755388,-0.353516,-0.172302,0.224976,0.891479
755420,-0.370605,-0.173401,0.249878,0.877563
755457,-0.38916,-0.173584,0.285522,0.858459
755487,-0.382202,-0.165588,0.33252,0.84613
755524,-0.375732,-0.147339,0.358215,0.841858
755555,-0.384827,-0.126953,0.32196,0.855652
755588,-0.416138,-0.117676,0.306396,0.848022
755621,-0.455444,-0.119812,0.321228,0.821594
755654,-0.439392,-0.113098,0.324219,0.830078
755689,-0.428406,-0.112976,0.35144,0.824768
755723,-0.45459,-0.121765,0.36615,0.802795
755755,-0.472656,-0.114136,0.350647,0.800354
755797,-0.486633,-0.0987549,0.308228,0.811401
755824,-0.488647,-0.168701,0.314087,0.796326
755860,-0.459412,-0.240845,0.354248,0.778137
755891,-0.47937,-0.246216,0.394409,0.744324
755924,-0.506287,-0.211365,0.377502,0.745972
755957,-0.502686,-0.176147,0.344177,0.773193
755992,-0.480103,-0.201843,0.364868,0.77179
756025,-0.469971,-0.226807,0.411987,0.747009
756061,-0.466858,-0.21637,0.417236,0.749084
756093,-0.401733,-0.20105,0.379333,0.808899
756135,-0.344727,-0.203491,0.355286,0.844666
756160,-0.251282,-0.23822,0.320435,0.881714
756195,-0.0669556,-0.313904,0.281677,0.904236
756227,0.0170288,-0.311157,0.233215,0.921143
756261,0.0651855,-0.286682,0.197937,0.935059
756293,0.0762329,-0.273682,0.203247,0.937012
756327,0.0794067,-0.244385,0.225891,0.939636
756360,0.0718994,-0.230652,0.240295,0.940186
756393,0.0779419,-0.219666,0.261536,0.936646
756428,0.0662842,-0.225647,0.271912,0.933167
756463,0.0653687,-0.22583,0.287598,0.928467
756495,0.0657959,-0.227661,0.293518,0.926086
756532,0.0578613,-0.222168,0.306213,0.923889
756562,0.057312,-0.229004,0.317749,0.918335
756597,0.0529785,-0.235352,0.317627,0.917053
756629,0.0545044,-0.224976,0.318176,0.919312
756662,0.0591431,-0.222229,0.332092,0.914795
756697,0.062561,-0.218811,0.341797,0.911804
756731,0.0487671,-0.215454,0.368042,0.903198
756763,0.0482788,-0.228333,0.389038,0.891174
756799,0.0532227,-0.230591,0.40686,0.882324
756831,0.0457153,-0.238342,0.417786,0.875549
756866,0.0488281,-0.253357,0.398071,0.88031
756899,0.0369873,-0.236328,0.367554,0.898743
756931,0.0592651,-0.223877,0.324341,0.917175
756965,0.0953979,-0.201599,0.271973,0.936096
756999,0.125549,-0.165344,0.230957,0.950562
757032,0.131958,-0.142212,0.22522,0.954773
757065,0.113525,-0.131042,0.339539,0.924438
757099,0.152893,-0.175476,0.301514,0.924622
757138,0.183044,-0.187866,0.283936,0.922241
757166,0.205872,-0.183655,0.287781,0.917114
757202,0.234924,-0.179993,0.289612,0.910217
757234,0.238159,-0.168823,0.312317,0.904053
757266,0.247864,-0.157898,0.329712,0.897156
757299,0.255981,-0.150269,0.331299,0.89563
757335,0.299927,-0.160339,0.308411,0.888367
757367,0.331787,-0.160706,0.275574,0.887817
757401,0.345276,-0.152588,0.265442,0.887146
757435,0.34613,-0.140442,0.262756,0.889587
757469,0.371033,-0.132385,0.232483,0.889282
757501,0.390747,-0.125916,0.217102,0.88562
757540,0.403992,-0.105469,0.21283,0.883362
757569,0.405029,-0.0930786,0.224243,0.88147
757606,0.408752,-0.0849609,0.234436,0.87793
757636,0.423096,-0.0750122,0.228394,0.873596
757673,0.430603,-0.0707397,0.244873,0.865784
757704,0.419434,-0.0522461,0.27124,0.864746
757737,0.410278,-0.0432129,0.271423,0.869568
757771,0.37677,-0.0675049,0.241089,0.891846
