Time Stamp (ms),qw,qx,qy,qz
414838,-0.00372314,-0.268494,0.588379,-0.762695
414871,-0.0078125,-0.250732,0.576416,-0.77771
414903,6.10352e-05,-0.258728,0.5802,-0.772278
414937,0.0088501,-0.266296,0.593567,-0.759399
414970,0.0103149,-0.279053,0.604187,-0.746338
415003,0.0201416,-0.282776,0.61438,-0.736328
415038,0.0322876,-0.281128,0.627136,-0.725708
415071,0.0211792,-0.297546,0.660522,-0.689026
415104,0.0125732,-0.310181,0.684204,-0.659912
415138,0.00909424,-0.31427,0.698792,-0.642517
415175,0.0251465,-0.307495,0.691895,-0.65271
415206,0.0371704,-0.308044,0.674866,-0.669556
415241,0.0482788,-0.304565,0.643372,-0.700684
415273,0.0469971,-0.29895,0.616089,-0.727173
415308,0.039856,-0.291321,0.600769,-0.743408
415340,0.0319824,-0.276306,0.595581,-0.753601
415376,0.022522,-0.271118,0.592407,-0.758301
415407,0.0139771,-0.270935,0.589478,-0.760864
415442,0.0117798,-0.270691,0.593872,-0.757568
415473,0.0109863,-0.276306,0.59198,-0.757019
415508,0.000793457,-0.282288,0.579102,-0.764832
415539,-0.0267944,-0.293823,0.566895,-0.769104
415574,-0.0600586,-0.308411,0.5625,-0.764771
415607,-0.0844116,-0.325684,0.569885,-0.749695
415641,-0.0963135,-0.338074,0.580322,-0.734619
415674,-0.0849609,-0.334778,0.583923,-0.73468
415713,-0.0834961,-0.332214,0.565125,-0.750549
415742,-0.0858765,-0.331421,0.555725,-0.757629
415777,-0.0942993,-0.321167,0.53125,-0.778259
415810,-0.0911865,-0.308777,0.524109,-0.788452
415843,-0.0803833,-0.298401,0.520264,-0.796143
415875,-0.0698853,-0.287476,0.494995,-0.816956
415911,-0.0621948,-0.270386,0.475647,-0.834778
415944,-0.0670166,-0.268433,0.479492,-0.832764
415977,-0.0148315,-0.236023,0.480774,-0.84436
416010,0.0307617,-0.211792,0.479309,-0.851135
416047,0.0689697,-0.18988,0.465271,-0.861816
416078,0.0811768,-0.177124,0.450928,-0.871033
416113,0.0998535,-0.174988,0.461182,-0.864136
416145,0.111023,-0.162903,0.474487,-0.85791
416179,0.115601,-0.163757,0.475952,-0.856323
416211,0.114258,-0.174988,0.485779,-0.848694
416245,0.117554,-0.198364,0.527954,-0.817383
416279,0.141296,-0.209412,0.553162,-0.793884
416313,0.164368,-0.219177,0.560791,-0.781311
416346,0.195251,-0.221313,0.558777,-0.775024
416381,0.21698,-0.227539,0.556519,-0.769043
416413,0.219238,-0.227478,0.580444,-0.750488
416452,0.224182,-0.224121,0.583008,-0.748047
416481,0.222778,-0.219116,0.578308,-0.753601
416517,0.236145,-0.212341,0.567749,-0.75946
416549,0.239441,-0.203735,0.552856,-0.771667
416581,0.236206,-0.207336,0.5354,-0.783936
416614,0.235657,-0.206177,0.535339,-0.784424
416649,0.235718,-0.198425,0.534973,-0.786682
416682,0.240051,-0.195313,0.523193,-0.794006
416716,0.243347,-0.197937,0.508911,-0.801636
416749,0.248901,-0.193848,0.48877,-0.813354
416783,0.249512,-0.188538,0.478638,-0.820435
416817,0.262146,-0.173218,0.46875,-0.825562
416850,0.285583,-0.140991,0.441711,-0.838745
416882,0.300171,-0.126282,0.431763,-0.841125
416919,0.305969,-0.114075,0.445984,-0.833374
416951,0.29364,-0.125305,0.456299,-0.830566
416984,0.281555,-0.138,0.473694,-0.822937
417018,0.273193,-0.147095,0.489624,-0.81488
417050,0.253418,-0.151489,0.500916,-0.813599
417084,0.242615,-0.155029,0.50592,-0.81311
417119,0.228516,-0.158752,0.508911,-0.814575
417152,0.208252,-0.163269,0.501709,-0.823547
417185,0.199463,-0.166687,0.499512,-0.826355
417220,0.182617,-0.178711,0.497253,-0.829102
417253,0.170166,-0.186584,0.496155,-0.830688
417287,0.144165,-0.20105,0.497925,-0.831177
417319,0.109924,-0.214294,0.519348,-0.819946
417352,0.0855713,-0.224304,0.548035,-0.80127
417390,0.0847168,-0.222107,0.57019,-0.786377
417421,0.0983887,-0.202637,0.555908,-0.800171
417457,0.0985718,-0.204834,0.539734,-0.810547
417489,0.0930786,-0.207764,0.527222,-0.818665
417520,0.0823364,-0.204651,0.520386,-0.824951
417554,0.0736084,-0.203796,0.515076,-0.829346
417591,0.0626831,-0.211365,0.499756,-0.837646
417622,0.0507202,-0.217041,0.477539,-0.849854
417655,0.0488281,-0.213562,0.462219,-0.859253
417690,0.0456543,-0.208923,0.461609,-0.860901
417723,0.0467529,-0.21106,0.474731,-0.85321
417757,0.0593872,-0.218628,0.503906,-0.833496
417791,0.0601196,-0.222412,0.516174,-0.824951
417824,0.0610962,-0.217896,0.517517,-0.825195
417857,0.0635376,-0.207336,0.51123,-0.831665
417889,0.0769653,-0.192871,0.500549,-0.840393
417923,0.0890503,-0.184509,0.490479,-0.847046
417957,0.0894165,-0.187927,0.487976,-0.847717
417991,0.0887451,-0.185242,0.486877,-0.848999
418025,0.0795898,-0.184509,0.48291,-0.852295
418061,0.0782471,-0.183411,0.477905,-0.855469
418092,0.0789185,-0.184204,0.470276,-0.859497
418130,0.0806885,-0.181702,0.449951,-0.870605
418159,0.0774536,-0.177795,0.432129,-0.880676
418194,0.0717773,-0.171204,0.426025,-0.885498
418227,0.057312,-0.180237,0.449036,-0.873291
418261,0.0588989,-0.195496,0.471252,-0.858032
418294,0.0619507,-0.209412,0.488892,-0.844543
418327,0.0648804,-0.217651,0.505615,-0.832336
418360,0.0654297,-0.218933,0.511902,-0.828125
418405,0.0552368,-0.224365,0.518188,-0.823486
418429,0.039917,-0.229431,0.527161,-0.817261
418462,0.0255127,-0.237671,0.532898,-0.811707
418495,0.0142822,-0.245178,0.534363,-0.808777
418533,-0.00598145,-0.255432,0.533813,-0.806091
418562,-0.0378418,-0.27301,0.528748,-0.802795
418595,-0.0328369,-0.272705,0.525269,-0.805359
418629,-0.0153809,-0.259766,0.515381,-0.816528
418663,-0.0108643,-0.249573,0.5,-0.829224
418696,-0.0098877,-0.237793,0.486511,-0.840637
418731,0.00244141,-0.223389,0.479065,-0.848877
418762,0.0176392,-0.218811,0.478577,-0.850159
418798,0.0223999,-0.219543,0.49469,-0.840576
418830,0.026062,-0.218811,0.516479,-0.827454
418863,0.0241699,-0.225952,0.53125,-0.816162
418896,0.0336304,-0.219727,0.528687,-0.819214
418931,0.0352173,-0.22406,0.534607,-0.814087
418964,0.0415039,-0.227051,0.546692,-0.804871
418998,0.0521851,-0.233154,0.564514,-0.7901
419032,0.0556641,-0.238342,0.577332,-0.778931
419065,0.0526123,-0.234619,0.581055,-0.777527
419098,0.0491333,-0.233398,0.583618,-0.776184
419137,0.0505371,-0.235657,0.584106,-0.775085
419166,0.0532227,-0.236572,0.583313,-0.775208
419199,0.052124,-0.236267,0.58606,-0.773315
419233,0.052063,-0.235229,0.588562,-0.771729
419266,0.0519409,-0.23584,0.589294,-0.770996
419300,0.0521851,-0.237854,0.590332,-0.769531
419333,0.0510864,-0.238647,0.591736,-0.768311
419369,0.050293,-0.238647,0.593262,-0.767151
419401,0.0500488,-0.239807,0.594543,-0.765869
419434,0.048584,-0.241272,0.597107,-0.763489
419469,0.0462036,-0.242065,0.600769,-0.760498
419501,0.0437622,-0.242188,0.603882,-0.758118
419534,0.0437012,-0.242859,0.604736,-0.757263
419569,0.0450439,-0.242126,0.602173,-0.759399
419604,0.0447388,-0.244141,0.601318,-0.75946
419636,0.0435181,-0.244507,0.602417,-0.758606
419670,0.0429688,-0.244019,0.604126,-0.757385
419703,0.0430298,-0.24469,0.604553,-0.756775
419740,0.0430908,-0.245544,0.604858,-0.756287
419771,0.0426636,-0.246338,0.605713,-0.755432
419806,0.0422974,-0.246704,0.606079,-0.755005
419837,0.041687,-0.246948,0.606689,-0.754456
419869,0.0413818,-0.247253,0.6073,-0.753845
419904,0.0413208,-0.247559,0.60791,-0.753296
419938,0.0411377,-0.248047,0.608704,-0.752502
419971,0.0405884,-0.24823,0.609558,-0.75177
420005,0.0406494,-0.248718,0.609985,-0.751282
420038,0.0403442,-0.249207,0.610474,-0.750732
420072,0.0397949,-0.249268,0.611023,-0.750305
420105,0.0390625,-0.249878,0.612122,-0.749268
420141,0.0388184,-0.250122,0.61261,-0.748718
420173,0.0390015,-0.251038,0.613281,-0.747864
420207,0.038147,-0.252625,0.615479,-0.745605
420240,0.0365601,-0.253479,0.617981,-0.743286
420274,0.036377,-0.254517,0.619446,-0.741699
420307,0.0355835,-0.256226,0.620361,-0.740417
420341,0.0355835,-0.255127,0.618652,-0.742249
420376,0.0361938,-0.254456,0.61792,-0.743042
420408,0.0352783,-0.255127,0.61792,-0.742859
420441,0.0353394,-0.255371,0.618103,-0.742615
420478,0.0352783,-0.255554,0.618347,-0.742371
420509,0.0351563,-0.255798,0.618652,-0.742004
420544,0.0350342,-0.256165,0.619019,-0.741638
420576,0.0349731,-0.256287,0.619446,-0.741211
420610,0.0349121,-0.256592,0.61969,-0.740906
420643,0.03479,-0.256836,0.620056,-0.74054
420677,0.034729,-0.256958,0.620361,-0.740234
420710,0.034668,-0.257202,0.620544,-0.73999
420747,0.0343628,-0.257629,0.621216,-0.739319
420778,0.0341797,-0.257996,0.621521,-0.738892
420812,0.0339966,-0.258301,0.621826,-0.738586
420844,0.0338135,-0.258789,0.622314,-0.737976
420878,0.0336304,-0.259216,0.622986,-0.737244
420912,0.0332642,-0.260315,0.624451,-0.735657
420948,0.0327759,-0.261536,0.626404,-0.733582
420978,0.0324707,-0.262207,0.627991,-0.731995
421013,0.0324097,-0.263367,0.629333,-0.730408
421045,0.0324097,-0.261841,0.626709,-0.733215
421080,0.0322266,-0.26239,0.626099,-0.733521
421113,0.0316772,-0.262512,0.626038,-0.733582
421149,0.0319214,-0.262573,0.625854,-0.733704
421180,0.0317383,-0.262756,0.625977,-0.733582
421219,0.0315552,-0.263,0.626038,-0.733459
421248,0.0314331,-0.263123,0.626099,-0.733337
421282,0.031311,-0.263245,0.626221,-0.733215
421313,0.0310669,-0.263428,0.626343,-0.733032
421347,0.0310059,-0.263611,0.626465,-0.73291
421381,0.0310059,-0.263733,0.626404,-0.73291
421416,0.0310669,-0.263855,0.626526,-0.732666
421450,0.031189,-0.263977,0.627014,-0.732239
421483,0.0313721,-0.263733,0.626953,-0.732361
421514,0.0300903,-0.266418,0.629272,-0.729492
421550,0.0299683,-0.267334,0.632202,-0.726563
421583,0.0289307,-0.268555,0.633667,-0.724915
421617,0.0292358,-0.268311,0.634277,-0.724487
421649,0.0257568,-0.268738,0.633301,-0.725281
421687,0.0269775,-0.268188,0.631226,-0.727234
421718,0.0258789,-0.269348,0.631042,-0.727051
421752,0.0253296,-0.270081,0.631165,-0.726685
421786,0.0256958,-0.269958,0.630859,-0.726929
421820,0.0250244,-0.270691,0.630981,-0.726624
421852,0.0247803,-0.271301,0.631165,-0.726257
421890,0.0247192,-0.271423,0.631226,-0.726196
421919,0.0245972,-0.271606,0.631104,-0.726135
421953,0.024353,-0.272095,0.631287,-0.72583
421986,0.024353,-0.272278,0.631409,-0.725647
422022,0.024231,-0.272522,0.63147,-0.725525
422055,0.0239868,-0.272766,0.631531,-0.725403
422090,0.0240479,-0.272888,0.631775,-0.725159
422121,0.0241699,-0.27301,0.632385,-0.724548
422155,0.0241089,-0.273071,0.632935,-0.72406
422188,0.0240479,-0.273804,0.634399,-0.722473
422221,0.0241089,-0.274353,0.635681,-0.721191
422254,0.0238647,-0.274963,0.637268,-0.719543
422288,0.0240479,-0.275391,0.638733,-0.718018
422321,0.0240479,-0.274658,0.637512,-0.719421
422356,0.024353,-0.274536,0.635864,-0.720886
422389,0.0233154,-0.274963,0.635559,-0.721069
422428,0.0234375,-0.274841,0.635498,-0.721191
422457,0.0233154,-0.275024,0.635315,-0.721252
422492,0.0232544,-0.275146,0.635376,-0.72113
422524,0.0231934,-0.275146,0.635376,-0.72113
422557,0.0231934,-0.275208,0.635315,-0.72113
422590,0.0230713,-0.275391,0.635315,-0.72113
422624,0.0230713,-0.275452,0.635376,-0.721008
422657,0.0231934,-0.27533,0.635437,-0.721008
422690,0.0231323,-0.275391,0.635437,-0.721008
422724,0.0232544,-0.275574,0.635437,-0.720947
422757,0.0233154,-0.275879,0.635376,-0.720825
422791,0.0237427,-0.275574,0.635071,-0.721252
422832,0.0234985,-0.276306,0.635925,-0.720215
422863,0.0228882,-0.277344,0.637451,-0.718506
422893,0.0234375,-0.276611,0.63855,-0.717773
422926,0.0230103,-0.277649,0.640198,-0.715881
422962,0.0235596,-0.276611,0.639221,-0.717163
422993,0.024292,-0.27594,0.636536,-0.719788
423028,0.0235596,-0.275879,0.636292,-0.720032
423060,0.0233154,-0.276184,0.636169,-0.720032
423096,0.0233154,-0.276123,0.636047,-0.720215
423129,0.0234985,-0.276001,0.635986,-0.720276
423169,0.0230103,-0.276855,0.636169,-0.719788
423195,0.0238647,-0.27533,0.635681,-0.720764
423230,0.0231323,-0.276733,0.636169,-0.719849
423262,0.022522,-0.277832,0.636902,-0.718811
423296,0.0223999,-0.278625,0.636658,-0.71875
423329,0.0223999,-0.279053,0.637146,-0.71814
423363,0.0223999,-0.279297,0.638306,-0.71698
423396,0.0229492,-0.278687,0.638123,-0.717346
423432,0.022522,-0.279419,0.639282,-0.716064
423464,0.0222168,-0.280457,0.641663,-0.713562
423499,0.0230103,-0.278809,0.642578,-0.713318
423529,0.0229492,-0.279297,0.643921,-0.711914
423563,0.0228882,-0.279053,0.643188,-0.712708
423597,0.0230713,-0.278809,0.641663,-0.714172
423630,0.0222778,-0.278992,0.641235,-0.714478
423663,0.0224609,-0.279175,0.641235,-0.714417
423699,0.022522,-0.279175,0.641174,-0.714417
423731,0.022522,-0.279297,0.641113,-0.714478
423768,0.022522,-0.279358,0.641052,-0.714478
423800,0.0223999,-0.27948,0.641113,-0.714417
423839,0.0223999,-0.279602,0.641052,-0.714417
423868,0.0223389,-0.279724,0.641113,-0.714294
423900,0.0222778,-0.279907,0.641174,-0.714233
423933,0.0224609,-0.280212,0.641113,-0.714111
423974,0.022522,-0.280396,0.641235,-0.713928
424002,0.0227051,-0.280457,0.641968,-0.713196
424034,0.0222778,-0.280762,0.643311,-0.711914
424068,0.0220947,-0.281006,0.644409,-0.710815
424104,0.0221558,-0.281311,0.645874,-0.709412
424135,0.0218506,-0.281799,0.646301,-0.708801
424171,0.0221558,-0.280457,0.644043,-0.711365
424202,0.0215454,-0.280945,0.643433,-0.711792
424235,0.0213013,-0.281006,0.643311,-0.711853
424269,0.0214233,-0.281067,0.64325,-0.711914
424303,0.0214233,-0.281189,0.64325,-0.711853
424336,0.0213623,-0.281311,0.64325,-0.711792
424372,0.0213013,-0.281372,0.643188,-0.711853
424403,0.0212402,-0.281433,0.643188,-0.711792
424441,0.0212402,-0.281555,0.643188,-0.711731
424473,0.0210571,-0.281677,0.643188,-0.71167
424506,0.0210571,-0.281799,0.643188,-0.71167
424538,0.0212402,-0.281982,0.643188,-0.711548
424571,0.0213623,-0.282043,0.643311,-0.711426
424605,0.0214233,-0.282043,0.644409,-0.710449
424641,0.0213013,-0.282532,0.645874,-0.708923
424672,0.020874,-0.282776,0.647217,-0.707581
424707,0.0212402,-0.282898,0.648132,-0.706665
424739,0.0214233,-0.282471,0.647034,-0.707886
424777,0.0219727,-0.28186,0.645508,-0.709473
424807,0.0211792,-0.282104,0.645264,-0.709656
424844,0.0211792,-0.282288,0.645142,-0.709656
424872,0.0211182,-0.282288,0.645142,-0.709656
424908,0.0213013,-0.282349,0.645081,-0.709717
424940,0.0213013,-0.28241,0.645142,-0.709656
424976,0.0213013,-0.28241,0.645203,-0.709595
425008,0.0213013,-0.28241,0.645142,-0.709656
425041,0.0213013,-0.28241,0.645081,-0.709717
425074,0.0213623,-0.282471,0.645203,-0.709595
425107,0.0214233,-0.282593,0.645203,-0.709534
425142,0.0215454,-0.282532,0.645203,-0.709534
425179,0.0217896,-0.282532,0.645508,-0.709229
425210,0.0219116,-0.282776,0.645996,-0.708679
425245,0.0217285,-0.282959,0.646973,-0.707703
425277,0.0216064,-0.283325,0.648621,-0.706055
425309,0.0217285,-0.283264,0.649719,-0.705078
425344,0.0216064,-0.28302,0.649414,-0.705444
425377,0.0221558,-0.282349,0.647766,-0.707214
425410,0.0215454,-0.282593,0.647522,-0.707397
425447,0.0213623,-0.282776,0.647339,-0.707458
425478,0.0211792,-0.282898,0.647278,-0.70752
425513,0.0211182,-0.283081,0.647156,-0.70752
425545,0.0209961,-0.283142,0.647156,-0.70752
425578,0.0209351,-0.283264,0.647095,-0.70752
425612,0.020874,-0.283386,0.647034,-0.70752
425646,0.0209961,-0.283752,0.647034,-0.707397
425680,0.0209961,-0.283936,0.647095,-0.707275
425714,0.0211182,-0.284058,0.647583,-0.706726
425745,0.020813,-0.284363,0.648804,-0.705505
425782,0.0206299,-0.284546,0.649902,-0.704407
425813,0.020752,-0.284607,0.651245,-0.703186
425847,0.0209961,-0.28479,0.65155,-0.70282
425879,0.0204468,-0.284058,0.649963,-0.70459
425914,0.020874,-0.284119,0.648743,-0.705688
425947,0.0203857,-0.284424,0.648682,-0.705627
425980,0.0203247,-0.284546,0.64856,-0.705688
426014,0.0202026,-0.284607,0.648621,-0.705566
426049,0.0200195,-0.284729,0.648621,-0.705505
426082,0.0198975,-0.284851,0.648621,-0.705505
426115,0.0198975,-0.284912,0.648499,-0.705566
426149,0.0197754,-0.285095,0.648499,-0.705505
426183,0.0196533,-0.285217,0.648499,-0.705444
426216,0.0195923,-0.285339,0.648499,-0.705444
426249,0.0194702,-0.285461,0.648438,-0.705444
426282,0.0195313,-0.285522,0.648376,-0.705444
426316,0.0197144,-0.285583,0.648438,-0.705383
426351,0.0197144,-0.28595,0.649292,-0.704468
426385,0.0193481,-0.286194,0.65033,-0.70343
426417,0.0192261,-0.286438,0.65155,-0.702209
426456,0.0194702,-0.28656,0.653137,-0.700684
426485,0.0196533,-0.286499,0.653748,-0.700134
426522,0.0197754,-0.285767,0.652283,-0.701782
426552,0.0202026,-0.285645,0.651001,-0.703003
426586,0.0197754,-0.285583,0.650879,-0.703125
426619,0.0199585,-0.285706,0.650635,-0.703308
426653,0.0197754,-0.285706,0.650635,-0.703308
426688,0.0201416,-0.285583,0.65033,-0.703613
426719,0.0200806,-0.285645,0.650208,-0.703735
426752,0.0203857,-0.2854,0.649719,-0.704285
426789,0.0201416,-0.285583,0.649902,-0.704041
426821,0.0206299,-0.285217,0.649719,-0.704346
426856,0.0203857,-0.285706,0.64978,-0.704102
426888,0.0209961,-0.285095,0.649658,-0.704407
426922,0.020874,-0.286133,0.649963,-0.703735
426954,0.0203857,-0.28656,0.651489,-0.702148
426989,0.0205078,-0.286865,0.652588,-0.700989
427022,0.0198364,-0.287903,0.654846,-0.698486
427056,0.0203247,-0.287292,0.65509,-0.698486
427089,0.0203247,-0.286865,0.653748,-0.699951
427122,0.020813,-0.286255,0.652527,-0.701355
427156,0.0199585,-0.286865,0.652161,-0.701416
427192,0.0203857,-0.286377,0.652039,-0.701721
427223,0.0197754,-0.286987,0.652161,-0.701355
427258,0.0197144,-0.287598,0.6521,-0.701172
427289,0.0196533,-0.287598,0.652161,-0.701111
427324,0.0199585,-0.287354,0.651917,-0.701477
427357,0.0197144,-0.288025,0.652283,-0.700867
427390,0.0200806,-0.287659,0.652588,-0.700684
427424,0.0195923,-0.288452,0.654053,-0.699036
427458,0.0198364,-0.287842,0.65509,-0.698303
427492,0.0193481,-0.288879,0.656677,-0.69635
427525,0.0198975,-0.288269,0.657715,-0.695679
427558,0.0202026,-0.28717,0.655762,-0.697937
427592,0.0205688,-0.287598,0.654907,-0.698486
427625,0.0195923,-0.287598,0.654785,-0.698669
427659,0.0195923,-0.288147,0.654724,-0.698486
427693,0.0194702,-0.288025,0.654663,-0.698608
427728,0.0195313,-0.288208,0.654541,-0.698669
427760,0.0194092,-0.288452,0.654602,-0.698486
427796,0.0197144,-0.288025,0.654236,-0.699036
427828,0.0194092,-0.288757,0.654419,-0.698547
427861,0.0194702,-0.28894,0.654358,-0.698547
427895,0.0197754,-0.289246,0.654114,-0.698608
427928,0.0197754,-0.289429,0.654907,-0.697815
427962,0.0196533,-0.289368,0.655762,-0.697021
427995,0.0194702,-0.28949,0.657043,-0.695801
428027,0.0196533,-0.289734,0.657776,-0.695007
428061,0.0202026,-0.288391,0.65564,-0.69751
428095,0.0200195,-0.289185,0.655029,-0.697815
428130,0.0194702,-0.288574,0.654663,-0.698425
428162,0.019104,-0.289246,0.654602,-0.698242
428195,0.0192261,-0.288635,0.654419,-0.698608
428230,0.0189209,-0.289307,0.654785,-0.697998
428263,0.0192261,-0.288208,0.65448,-0.69873
428297,0.0189819,-0.289001,0.654358,-0.698486
428332,0.0193481,-0.288208,0.653931,-0.69928
428364,0.019104,-0.289795,0.654053,-0.698486
428398,0.0187988,-0.290466,0.654724,-0.697571
428432,0.0186768,-0.290344,0.656067,-0.69635
428465,0.0183105,-0.290833,0.657959,-0.694397
428499,0.0183105,-0.290222,0.658691,-0.69397
428532,0.0188599,-0.289612,0.657288,-0.695496
428565,0.0193481,-0.289795,0.655762,-0.696838
428600,0.0186157,-0.290222,0.655945,-0.696533
428633,0.0192871,-0.289978,0.655029,-0.69751
428666,0.0192261,-0.289856,0.655273,-0.697327
428701,0.0192871,-0.290161,0.654785,-0.697632
428733,0.0193481,-0.289978,0.655151,-0.697327
428766,0.0188599,-0.290344,0.654846,-0.69751
428801,0.0192261,-0.290405,0.655151,-0.697205
428834,0.0188599,-0.290771,0.654724,-0.697449
428869,0.0193481,-0.290405,0.654663,-0.697632
428902,0.019165,-0.291016,0.654358,-0.697632
428935,0.0192261,-0.291199,0.654663,-0.697327
428968,0.0185547,-0.291809,0.656982,-0.694885
429002,0.0184937,-0.29187,0.658447,-0.693481
429037,0.0187988,-0.291504,0.660156,-0.691956
429069,0.019165,-0.291809,0.659912,-0.692139
429103,0.0198364,-0.290283,0.657227,-0.695251
429138,0.0194702,-0.290894,0.656738,-0.695496
429170,0.0193481,-0.290527,0.656555,-0.695862
429203,0.019104,-0.290649,0.656433,-0.695923
429238,0.0185547,-0.291809,0.656189,-0.695618
429270,0.0184326,-0.292419,0.656128,-0.695435
429304,0.0188599,-0.291504,0.655579,-0.69635
429338,0.0215454,-0.289001,0.654724,-0.69812
429370,0.0133667,-0.296448,0.660217,-0.689941
429404,0.0328369,-0.294128,0.658997,-0.691467
429438,0.0792236,-0.288086,0.617859,-0.727295
429472,0.0881958,-0.295166,0.590271,-0.746094
429505,0.0718994,-0.285828,0.56012,-0.774231
429539,0.0712891,-0.267639,0.545288,-0.791199
429573,0.0727539,-0.255737,0.551514,-0.790649
429605,0.0623779,-0.24823,0.567749,-0.78241
429640,0.0635376,-0.247803,0.567566,-0.782593
429674,0.0720215,-0.254517,0.575256,-0.774048
429707,0.0827026,-0.257263,0.581116,-0.767639
429742,0.0935059,-0.253296,0.583862,-0.765625
429775,0.113892,-0.235718,0.57428,-0.775696
429809,0.140625,-0.212891,0.554749,-0.791931
429842,0.166443,-0.196838,0.537781,-0.802673
429876,0.159485,-0.209534,0.549133,-0.793152
429908,0.150085,-0.206482,0.565674,-0.784119
429945,0.147583,-0.205505,0.566833,-0.783997
429976,0.153931,-0.203918,0.555115,-0.791565
430009,0.166382,-0.196228,0.54303,-0.799316
430043,0.16449,-0.202026,0.546509,-0.795898
430076,0.156616,-0.206604,0.557739,-0.788452
430109,0.145691,-0.210754,0.566101,-0.783508
430144,0.134644,-0.21814,0.573547,-0.778076
430176,0.131409,-0.219666,0.575439,-0.776794
430213,0.129211,-0.219055,0.577026,-0.776123
430245,0.12384,-0.223816,0.584717,-0.769897
430278,0.116882,-0.226196,0.589844,-0.766296
430311,0.108215,-0.231079,0.593201,-0.76355
430345,0.104004,-0.235046,0.59613,-0.76062
430379,0.0993042,-0.232483,0.598389,-0.760315
430413,0.0966187,-0.229553,0.599365,-0.760742
430445,0.0945435,-0.231506,0.602844,-0.757629
430480,0.0925903,-0.233154,0.60553,-0.755249
430513,0.09021,-0.236145,0.605408,-0.7547
430547,0.0872803,-0.239563,0.604797,-0.754456
430581,0.0845337,-0.236511,0.605652,-0.755066
430614,0.0825195,-0.232422,0.605286,-0.756836
430647,0.0808716,-0.233154,0.610901,-0.752258
430681,0.0830078,-0.235229,0.610779,-0.751465
430713,0.0808105,-0.240662,0.611511,-0.74939
430747,0.0796509,-0.237,0.610962,-0.751099
430781,0.0790405,-0.235352,0.610046,-0.752441
430816,0.0774536,-0.238525,0.615906,-0.746826
430848,0.0750732,-0.240173,0.620728,-0.742554
430883,0.0719604,-0.241211,0.623718,-0.73999
430915,0.0702515,-0.243713,0.625061,-0.73822
430949,0.0671997,-0.247009,0.627441,-0.735413
430982,0.0657959,-0.24707,0.629272,-0.733887
431017,0.0647583,-0.247559,0.630249,-0.732971
431049,0.0643311,-0.248657,0.63147,-0.731628
431083,0.064209,-0.249573,0.632019,-0.730896
431117,0.0635986,-0.250122,0.632202,-0.73053
431151,0.0618896,-0.251587,0.632996,-0.729492
431184,0.0609131,-0.251709,0.634094,-0.728577
431219,0.0605469,-0.251892,0.634705,-0.728027
431251,0.0600586,-0.252197,0.635315,-0.727478
431286,0.0595093,-0.252686,0.635925,-0.726807
431320,0.057251,-0.254089,0.638489,-0.724182
431353,0.0551758,-0.254395,0.64093,-0.722107
431386,0.0532837,-0.254395,0.643127,-0.720337
431419,0.0527954,-0.253784,0.643433,-0.720276
431452,0.0540771,-0.25293,0.640625,-0.722961
431487,0.0546265,-0.255127,0.638611,-0.723938
431520,0.0535889,-0.254456,0.639343,-0.723633
431554,0.0527344,-0.253601,0.640503,-0.722961
431588,0.0527954,-0.254272,0.64032,-0.722839
431620,0.0521851,-0.254578,0.640625,-0.722534
431654,0.0513306,-0.25415,0.641418,-0.722046
431688,0.0508423,-0.25415,0.641785,-0.721802
431721,0.0506592,-0.254578,0.641724,-0.72168
431757,0.050293,-0.2547,0.64209,-0.721375
431789,0.0498047,-0.2547,0.642639,-0.720886
431823,0.0495605,-0.254822,0.642944,-0.720581
431857,0.0493774,-0.254944,0.643188,-0.720337
431889,0.0493164,-0.255066,0.643372,-0.720154
431924,0.0490723,-0.255188,0.643433,-0.720093
431957,0.0488892,-0.255371,0.643677,-0.719727
431991,0.0483398,-0.255432,0.644348,-0.719177
432023,0.0483398,-0.255615,0.644531,-0.718933
432056,0.0482788,-0.256653,0.644958,-0.718201
432089,0.0473022,-0.257568,0.646362,-0.716675
432125,0.0454102,-0.257141,0.64917,-0.714417
432158,0.0426025,-0.257507,0.651489,-0.712341
432191,0.0393677,-0.256897,0.652466,-0.711853
432226,0.0397949,-0.255737,0.648682,-0.715698
432258,0.0403442,-0.257202,0.647644,-0.716064
432293,0.0393066,-0.257141,0.648132,-0.715698
432326,0.038147,-0.256409,0.649414,-0.714905
432359,0.038147,-0.256714,0.649353,-0.714844
432392,0.0380859,-0.257568,0.649475,-0.714417
432426,0.0377197,-0.257507,0.650208,-0.713806
432459,0.0377808,-0.257507,0.650513,-0.713501
432495,0.0380249,-0.258118,0.650635,-0.713135
432526,0.0380859,-0.258484,0.651123,-0.712585
432562,0.038147,-0.258667,0.651672,-0.712036
432594,0.0386353,-0.259399,0.652039,-0.711426
432627,0.0388794,-0.259949,0.652344,-0.710876
432662,0.0391846,-0.260437,0.65271,-0.710388
432695,0.0393677,-0.260864,0.652954,-0.709961
432728,0.039856,-0.261597,0.653076,-0.709595
432763,0.0397949,-0.262573,0.654724,-0.707703
432796,0.0391235,-0.262512,0.656982,-0.705627
432830,0.038269,-0.262085,0.659241,-0.703735
432863,0.0371704,-0.262207,0.661316,-0.701782
432896,0.0369873,-0.260498,0.65979,-0.703857
432931,0.0386353,-0.261841,0.658142,-0.704834
